Name	Classification	Specific_Tissue	Specific_Sex
Transcript_234415.0	Tissue Specific	Brain	
Transcript_116864.0	Others		
Transcript_33174.0	Tissue Specific	Gonad	Female
Transcript_269184.0	Others		
Transcript_234411.0	Others		
Transcript_81759.0	Others		
Transcript_269374.0	Others		
Transcript_116264.0	Others		
Transcript_119782.0	Tissue Specific	Muscle	
Transcript_263392.0	Tissue Specific	Muscle	
Transcript_23666.0	Others		
Transcript_234391.0	Others		
Transcript_251280.0	Others		
Transcript_46575.0	Others		
Transcript_57499.0	Tissue Specific	Lung	
Transcript_174966.0	Tissue Specific	Skin	
Transcript_71851.0	Others		
Transcript_21815.0	Tissue Specific	Brain	
Transcript_60281.0	Others		
Transcript_267652.0	Others		
Transcript_245237.0	Others		
Transcript_249118.0	Others		
Transcript_101457.0	Others		
Transcript_80804.0	Others		
Transcript_234383.0	Tissue Specific	Kidney	
Transcript_80858.0	Tissue Specific	Skin	
Transcript_234375.0	Others		
Transcript_24953.0	Others		
Transcript_26507.0	Others		
Transcript_33836.0	Others		
Transcript_82599.0	Others		
Transcript_234326.0	Others		
Transcript_251142.0	Others		
Transcript_234315.0	Others		
Transcript_266085.0	Others		
Transcript_39959.0	Tissue Specific	Lung	Male
Transcript_234291.0	Others		
Transcript_23428.0	Others		
Transcript_95124.0	Tissue Specific	Brain	Female
Transcript_234278.0	Others		
Transcript_96217.0	Tissue Specific	Skin	
Transcript_258217.0	Others		
Transcript_49595.0	Tissue Specific	Brain	
Transcript_234213.0	Expressed in All		
Transcript_234207.0	Tissue Specific	Lung	
Transcript_234192.0	Others		
Transcript_51582.0	Others		
Transcript_266622.0	Tissue Specific	Skin	
Transcript_260994.0	Tissue Specific	Gonad	
Transcript_234144.0	Others		
Transcript_196628.0	Others		
Transcript_250853.0	Others		
Transcript_77915.0	Tissue Specific	Brain	
Transcript_91870.0	Others		
Transcript_181508.0	Others		
Transcript_23414.0	Others		
Transcript_37758.0	Others		
Transcript_48498.0	Tissue Specific	Brain	Female
Transcript_234119.0	Others		
Transcript_242869.0	Others		
Transcript_195501.0	Tissue Specific	Brain	
Transcript_220730.0	Others		
Transcript_86604.0	Others		
Transcript_239492.0	Others		
Transcript_234116.0	Tissue Specific	Skin	
Transcript_93819.0	Others		
Transcript_270002.0	Others		
Transcript_151705.0	Others		
Transcript_234067.0	Tissue Specific	Kidney	
Transcript_273859.0	Others		
Transcript_196725.0	Others		
Transcript_264150.0	Others		
Transcript_152951.0	Others		
Transcript_234058.0	Others		
Transcript_75885.0	Others		
Transcript_234057.0	Others		
Transcript_256103.0	Others		
Transcript_234048.0	Others		
Transcript_268960.0	Tissue Specific	Skin	
Transcript_250714.0	Tissue Specific	Kidney	
Transcript_234040.0	Tissue Specific	Gonad	Male
Transcript_137282.0	Expressed in All		
Transcript_18898.0	Others		
Transcript_234038.0	Others		
Transcript_68350.0	Tissue Specific	Brain	Male
Transcript_234034.0	Tissue Specific	Liver	
Transcript_37897.0	Others		
Transcript_140400.0	Others		
Transcript_184596.0	Others		
Transcript_79472.0	Tissue Specific	Gonad	
Transcript_234028.0	Tissue Specific	Skin	
Transcript_234020.0	Others		
Transcript_74328.0	Others		
Transcript_242682.0	Others		
Transcript_234005.0	Others		
Transcript_234001.0	Tissue Specific	Gonad	Female
Transcript_69441.0	Others		
Transcript_248440.0	Others		
Transcript_233992.0	Tissue Specific	Brain	
Transcript_233990.0	Others		
Transcript_93953.0	Others		
Transcript_274249.0	Others		
Transcript_251064.0	Tissue Specific	Liver	
Transcript_48000.0	Not Expressed		
Transcript_259634.0	Tissue Specific	Brain	Male
Transcript_65521.0	Others		
Transcript_259781.0	Others		
Transcript_233972.0	Others		
Transcript_233965.0	Others		
Transcript_51981.0	Others		
Transcript_23396.0	Others		
Transcript_274045.0	Others		
Transcript_35059.0	Tissue Specific	Skin	
Transcript_83274.0	Others		
Transcript_235064.0	Tissue Specific	Brain	
Transcript_233948.0	Others		
Transcript_245087.0	Others		
Transcript_264864.0	Others		
Transcript_233941.0	Tissue Specific	Lung	
Transcript_256521.0	Others		
Transcript_67497.0	Tissue Specific	Brain	
Transcript_233934.0	Others		
Transcript_233929.0	Tissue Specific	Brain	
Transcript_233924.0	Others		
Transcript_194583.0	Tissue Specific	Gonad	
Transcript_233922.0	Others		
Transcript_225060.0	Others		
Transcript_253910.0	Others		
Transcript_76923.0	Others		
Transcript_66877.0	Others		
Transcript_233912.0	Others		
Transcript_139337.0	Others		
Transcript_69693.0	Others		
Transcript_233907.0	Others		
Transcript_2692.0	Others		
Transcript_23946.0	Others		
Transcript_149386.0	Tissue Specific	Brain	Male
Transcript_235014.0	Others		
Transcript_233906.0	Others		
Transcript_80176.0	Others		
Transcript_85541.0	Tissue Specific	Skin	
Transcript_233905.0	Others		
Transcript_268592.0	Others		
Transcript_233883.0	Tissue Specific	Brain	Male
Transcript_233862.0	Others		
Transcript_233834.0	Others		
Transcript_174851.0	Tissue Specific	Brain	
Transcript_233827.0	Tissue Specific	Gonad	Female
Transcript_271345.0	Others		
Transcript_233826.0	Tissue Specific	Heart	
Transcript_53511.0	Others		
Transcript_272343.0	Others		
Transcript_233821.0	Others		
Transcript_233819.0	Tissue Specific	Brain	Female
Transcript_140568.0	Others		
Transcript_168317.0	Others		
Transcript_259839.0	Tissue Specific	Brain	
Transcript_233789.0	Others		
Transcript_233777.0	Others		
Transcript_233776.0	Tissue Specific	Skin	Male
Transcript_233766.0	Others		
Transcript_14823.0	Others		
Transcript_82516.0	Others		
Transcript_233761.0	Others		
Transcript_102151.0	Tissue Specific	Gonad	Female
Transcript_23376.0	Others		
Transcript_78593.0	Others		
Transcript_80531.0	Others		
Transcript_25172.0	Others		
Transcript_226151.0	Others		
Transcript_45260.0	Tissue Specific	Brain	Male
Transcript_270216.0	Tissue Specific	Brain	
Transcript_244695.0	Others		
Transcript_233742.0	Tissue Specific	Gonad	Female
Transcript_235557.0	Tissue Specific	Skin	
Transcript_49570.0	Others		
Transcript_258254.0	Others		
Transcript_242156.0	Tissue Specific	Gonad	Female
Transcript_83830.0	Tissue Specific	Gonad	Female
Transcript_233720.0	Others		
Transcript_233709.0	Others		
Transcript_52659.0	Others		
Transcript_273473.0	Others		
Transcript_233708.0	Tissue Specific	Brain	Female
Transcript_33842.0	Others		
Transcript_265181.0	Tissue Specific	Gonad	
Transcript_242928.0	Others		
Transcript_248481.0	Others		
Transcript_36370.0	Others		
Transcript_242693.0	Tissue Specific	Brain	Male
Transcript_75640.0	Others		
Transcript_233704.0	Others		
Transcript_59751.0	Tissue Specific	Brain	Female
Transcript_23364.0	Others		
Transcript_233634.0	Others		
Transcript_261075.0	Others		
Transcript_233628.0	Tissue Specific	Gonad	
Transcript_159031.0	Tissue Specific	Skin	
Transcript_233605.0	Others		
Transcript_92747.0	Others		
Transcript_94428.0	Tissue Specific	Lung	Female
Transcript_22283.0	Others		
Transcript_125864.0	Others		
Transcript_233588.0	Tissue Specific	Gonad	Female
Transcript_233465.0	Others		
Transcript_240543.0	Others		
Transcript_233587.0	Tissue Specific	Gonad	Female
Transcript_97208.0	Others		
Transcript_260455.0	Others		
Transcript_233584.0	Others		
Transcript_233577.0	Others		
Transcript_146647.0	Tissue Specific	Brain	
Transcript_140439.0	Others		
Transcript_248192.0	Others		
Transcript_240315.0	Tissue Specific	Skin	
Transcript_233567.0	Others		
Transcript_266580.0	Tissue Specific	Skin	
Transcript_23353.0	Others		
Transcript_50070.0	Others		
Transcript_255086.0	Others		
Transcript_233510.0	Others		
Transcript_76670.0	Tissue Specific	Brain	
Transcript_23351.0	Others		
Transcript_66305.0	Others		
Transcript_99880.0	Others		
Transcript_233507.0	Others		
Transcript_58578.0	Tissue Specific	Skin	
Transcript_257252.0	Others		
Transcript_238613.0	Others		
Transcript_233504.0	Tissue Specific	Brain	Female
Transcript_145351.0	Others		
Transcript_23350.0	Others		
Transcript_190268.0	Others		
Transcript_209670.0	Others		
Transcript_233483.0	Others		
Transcript_264363.0	Others		
Transcript_16308.0	Others		
Transcript_90657.0	Tissue Specific	Brain	
Transcript_27069.0	Others		
Transcript_228651.0	Tissue Specific	Gonad	
Transcript_23348.0	Others		
Transcript_182260.0	Others		
Transcript_73884.0	Others		
Transcript_245725.0	Others		
Transcript_233474.0	Others		
Transcript_233469.0	Tissue Specific	Skin	
Transcript_232651.0	Tissue Specific	Brain	
Transcript_271082.0	Tissue Specific	Brain	Male
Transcript_134080.0	Others		
Transcript_251271.0	Tissue Specific	Kidney	
Transcript_32696.0	Others		
Transcript_48619.0	Others		
Transcript_233468.0	Others		
Transcript_230871.0	Tissue Specific	Brain	
Transcript_42298.0	Tissue Specific	Gonad	Female
Transcript_266186.0	Others		
Transcript_233447.0	Others		
Transcript_144703.0	Others		
Transcript_27490.0	Others		
Transcript_255519.0	Others		
Transcript_252582.0	Others		
Transcript_233439.0	Tissue Specific	Gonad	
Transcript_15410.0	Others		
Transcript_94176.0	Tissue Specific	Skin	
Transcript_233430.0	Others		
Transcript_233422.0	Tissue Specific	Heart	
Transcript_91993.0	Others		
Transcript_73115.0	Others		
Transcript_23395.0	Others		
Transcript_23341.0	Others		
Transcript_233402.0	Others		
Transcript_209755.0	Others		
Transcript_233374.0	Tissue Specific	Brain	Male
Transcript_233363.0	Tissue Specific	Skin	
Transcript_266872.0	Tissue Specific	Gonad	Female
Transcript_233362.0	Others		
Transcript_267704.0	Tissue Specific	Brain	
Transcript_253767.0	Others		
Transcript_76866.0	Others		
Transcript_81398.0	Tissue Specific	Brain	Male
Transcript_233347.0	Tissue Specific	Skin	
Transcript_38489.0	Not Expressed		
Transcript_52680.0	Tissue Specific	Gonad	Female
Transcript_233343.0	Tissue Specific	Brain	
Transcript_233341.0	Others		
Transcript_254284.0	Others		
Transcript_86268.0	Others		
Transcript_233340.0	Tissue Specific	Gonad	Female
Transcript_77627.0	Others		
Transcript_87342.0	Others		
Transcript_23333.0	Others		
Transcript_273537.0	Others		
Transcript_233315.0	Others		
Transcript_233312.0	Others		
Transcript_89353.0	Others		
Transcript_64683.0	Others		
Transcript_23329.0	Tissue Specific	Brain	Female
Transcript_70425.0	Others		
Transcript_92144.0	Tissue Specific	Skin	
Transcript_23328.0	Others		
Transcript_262371.0	Others		
Transcript_224035.0	Others		
Transcript_233264.0	Tissue Specific	Brain	Female
Transcript_233263.0	Others		
Transcript_67280.0	Tissue Specific	Brain	
Transcript_181716.0	Others		
Transcript_96593.0	Others		
Transcript_233246.0	Tissue Specific	Lung	Male
Transcript_233219.0	Others		
Transcript_52996.0	Others		
Transcript_266881.0	Others		
Transcript_56772.0	Tissue Specific	Brain	
Transcript_99724.0	Others		
Transcript_274023.0	Others		
Transcript_263067.0	Tissue Specific	Skin	
Transcript_260729.0	Tissue Specific	Brain	
Transcript_148542.0	Tissue Specific	Lung	
Transcript_164904.0	Tissue Specific	Gonad	Female
Transcript_239329.0	Others		
Transcript_183789.0	Others		
Transcript_233194.0	Others		
Transcript_27496.0	Others		
Transcript_146421.0	Tissue Specific	Skin	
Transcript_233185.0	Others		
Transcript_168985.0	Others		
Transcript_30528.0	Others		
Transcript_233183.0	Others		
Transcript_158475.0	Tissue Specific	Muscle	
Transcript_121441.0	Others		
Transcript_223385.0	Tissue Specific	Brain	
Transcript_67090.0	Others		
Transcript_233129.0	Others		
Transcript_76796.0	Others		
Transcript_254465.0	Others		
Transcript_74583.0	Others		
Transcript_233126.0	Others		
Transcript_243329.0	Others		
Transcript_233121.0	Others		
Transcript_233114.0	Others		
Transcript_233105.0	Others		
Transcript_77462.0	Others		
Transcript_233104.0	Tissue Specific	Brain	Female
Transcript_233099.0	Others		
Transcript_236692.0	Others		
Transcript_274124.0	Others		
Transcript_233210.0	Others		
Transcript_65409.0	Others		
Transcript_261495.0	Tissue Specific	Muscle	
Transcript_200010.0	Others		
Transcript_233030.0	Others		
Transcript_233028.0	Others		
Transcript_40624.0	Others		
Transcript_276070.0	Others		
Transcript_78098.0	Tissue Specific	Brain	Male
Transcript_233021.0	Others		
Transcript_153927.0	Others		
Transcript_131170.0	Others		
Transcript_249523.0	Others		
Transcript_233019.0	Tissue Specific	Skin	
Transcript_44498.0	Tissue Specific	Brain	Male
Transcript_49004.0	Tissue Specific	Gonad	Female
Transcript_233018.0	Others		
Transcript_232996.0	Tissue Specific	Gonad	Female
Transcript_66622.0	Others		
Transcript_23297.0	Others		
Transcript_47641.0	Others		
Transcript_232951.0	Others		
Transcript_232948.0	Others		
Transcript_232943.0	Tissue Specific	Brain	Male
Transcript_23294.0	Others		
Transcript_232935.0	Others		
Transcript_249081.0	Tissue Specific	Gonad	Female
Transcript_232930.0	Others		
Transcript_251914.0	Others		
Transcript_274947.0	Others		
Transcript_232927.0	Others		
Transcript_232925.0	Others		
Transcript_285932.0	Others		
Transcript_232923.0	Others		
Transcript_235640.0	Others		
Transcript_232921.0	Others		
Transcript_232908.0	Others		
Transcript_232904.0	Others		
Transcript_232897.0	Others		
Transcript_65899.0	Others		
Transcript_248862.0	Others		
Transcript_80577.0	Others		
Transcript_96232.0	Others		
Transcript_232882.0	Others		
Transcript_51834.0	Tissue Specific	Brain	
Transcript_250255.0	Others		
Transcript_23288.0	Others		
Transcript_266877.0	Others		
Transcript_25761.0	Others		
Transcript_74453.0	Not Expressed		
Transcript_232869.0	Others		
Transcript_42873.0	Tissue Specific	Gonad	
Transcript_65749.0	Others		
Transcript_102138.0	Others		
Transcript_266202.0	Tissue Specific	Brain	Female
Transcript_274265.0	Others		
Transcript_243597.0	Others		
Transcript_232846.0	Others		
Transcript_44543.0	Tissue Specific	Skin	
Transcript_91675.0	Others		
Transcript_232845.0	Others		
Transcript_254446.0	Others		
Transcript_141247.0	Others		
Transcript_72823.0	Tissue Specific	Brain	
Transcript_23284.0	Others		
Transcript_23283.0	Others		
Transcript_247393.0	Others		
Transcript_246320.0	Others		
Transcript_36760.0	Others		
Transcript_246774.0	Others		
Transcript_232823.0	Others		
Transcript_229937.0	Others		
Transcript_97951.0	Others		
Transcript_232822.0	Others		
Transcript_232816.0	Others		
Transcript_249121.0	Tissue Specific	Gonad	Female
Transcript_232805.1	Others		
Transcript_78728.0	Tissue Specific	Skin	
Transcript_250821.0	Others		
Transcript_232805.0	Others		
Transcript_241569.0	Others		
Transcript_49474.0	Others		
Transcript_242380.0	Tissue Specific	Skin	
Transcript_80066.0	Others		
Transcript_232789.0	Tissue Specific	Gonad	Female
Transcript_53877.0	Others		
Transcript_232784.0	Others		
Transcript_269028.0	Tissue Specific	Brain	
Transcript_236077.0	Others		
Transcript_232781.0	Tissue Specific	Brain	Male
Transcript_269709.0	Tissue Specific	Skin	
Transcript_230675.0	Others		
Transcript_258267.0	Others		
Transcript_57431.0	Others		
Transcript_89133.0	Others		
Transcript_229316.0	Others		
Transcript_192032.0	Tissue Specific	Muscle	
Transcript_266235.0	Tissue Specific	Lung	
Transcript_94729.0	Tissue Specific	Lung	Male
Transcript_232772.0	Others		
Transcript_20055.0	Others		
Transcript_232760.0	Tissue Specific	Kidney	
Transcript_284411.0	Others		
Transcript_46463.0	Tissue Specific	Gonad	Female
Transcript_232754.0	Others		
Transcript_232753.0	Others		
Transcript_232750.0	Others		
Transcript_76786.0	Others		
Transcript_23275.0	Others		
Transcript_232748.0	Others		
Transcript_15064.0	Others		
Transcript_242092.0	Tissue Specific	Muscle	
Transcript_86213.0	Others		
Transcript_232738.0	Others		
Transcript_232727.0	Others		
Transcript_21353.0	Others		
Transcript_57948.0	Others		
Transcript_232699.0	Others		
Transcript_232697.0	Others		
Transcript_39297.0	Tissue Specific	Skin	
Transcript_262558.0	Not Expressed		
Transcript_23269.0	Others		
Transcript_144456.0	Others		
Transcript_232668.0	Others		
Transcript_102365.0	Others		
Transcript_60564.0	Others		
Transcript_249849.0	Others		
Transcript_232664.0	Others		
Transcript_46469.0	Others		
Transcript_232655.0	Others		
Transcript_232642.0	Tissue Specific	Skin	
Transcript_102580.0	Others		
Transcript_143605.0	Tissue Specific	Skin	
Transcript_280044.0	Others		
Transcript_97062.0	Tissue Specific	Brain	
Transcript_232633.0	Others		
Transcript_193049.0	Tissue Specific	Heart	
Transcript_23262.0	Tissue Specific	Brain	
Transcript_59931.0	Tissue Specific	Brain	
Transcript_60563.0	Others		
Transcript_23260.0	Others		
Transcript_144187.0	Tissue Specific	Brain	Male
Transcript_33383.0	Tissue Specific	Skin	
Transcript_232596.0	Tissue Specific	Skin	
Transcript_269114.0	Others		
Transcript_203287.0	Others		
Transcript_232582.0	Tissue Specific	Heart	
Transcript_249545.0	Others		
Transcript_238908.0	Tissue Specific	Brain	
Transcript_90954.0	Others		
Transcript_232577.0	Others		
Transcript_283258.0	Tissue Specific	Lung	
Transcript_88744.0	Others		
Transcript_254713.0	Others		
Transcript_249780.0	Others		
Transcript_100203.0	Others		
Transcript_232565.0	Others		
Transcript_232560.0	Others		
Transcript_232558.0	Others		
Transcript_191174.0	Others		
Transcript_232552.0	Tissue Specific	Skin	
Transcript_232548.0	Others		
Transcript_232546.0	Tissue Specific	Brain	Male
Transcript_232539.0	Others		
Transcript_232528.0	Tissue Specific	Gonad	
Transcript_232519.0	Others		
Transcript_232516.0	Others		
Transcript_255687.0	Others		
Transcript_253775.0	Tissue Specific	Brain	
Transcript_45291.0	Others		
Transcript_232483.0	Others		
Transcript_76665.0	Others		
Transcript_232479.0	Others		
Transcript_204576.0	Others		
Transcript_69435.0	Tissue Specific	Brain	
Transcript_249622.0	Tissue Specific	Gonad	Female
Transcript_212761.0	Tissue Specific	Gonad	
Transcript_48185.0	Tissue Specific	Skin	
Transcript_85007.0	Others		
Transcript_232454.0	Tissue Specific	Gonad	Female
Transcript_232450.0	Others		
Transcript_232446.0	Others		
Transcript_25182.0	Others		
Transcript_88517.0	Others		
Transcript_232444.0	Tissue Specific	Skin	
Transcript_233878.0	Others		
Transcript_25399.0	Others		
Transcript_47355.0	Others		
Transcript_101833.0	Others		
Transcript_22658.0	Tissue Specific	Brain	
